joint1,joint2,joint3,joint4,target_x,target_y
67.41722139252525,33.32392719095154,47.10702307246307,121.08653895760165,51.07377281729086,51.754122201389876
171.1285751537849,97.54217052810446,44.456183832959965,143.402651494447,119.89892606634974,101.08804000170286
131.75890952605292,157.1302504577535,163.1258244937866,45.08422178264981,128.1181055732997,142.67570890180033
107.7585271554666,131.800479553721,44.918315972911095,112.4773379292598,98.82304743148211,99.9547799081147
28.083355279638575,145.18100661506094,48.95095070315358,102.91427696587476,61.57289407421494,88.12849510286617
28.079013660516477,118.58100600792912,136.69168723523347,149.9094678218888,61.893776617834035,105.37393852049308
10.455050190275903,124.60978161321344,80.9531716410972,163.0956708866269,48.39705140674573,91.66489349715563
155.91170623948832,152.85521728175746,139.8079002519326,2.1882188659296253,134.28955071596124,136.07325705706106
108.20070211377758,44.94024159465347,11.765908361589343,121.32358543058268,67.97916695832488,54.683615953665765
127.45306400328819,88.09649345576528,87.76281486120918,9.330443841551224,99.24786850433487,87.49833222045254
3.7052089732444404,39.817699527528404,6.050448032990873,98.79455971392406,14.209711808150049,30.335464998761793
174.58377338915898,177.78024143939646,11.277576621963814,51.77389122786208,140.9217829327001,113.16556690844789
149.8396753440759,169.9306811435904,163.15874160199397,55.219787913985414,140.32342405392092,149.32420236176227
38.22103992208971,7.096826046331062,25.06416680116713,63.532530621424186,24.96247683843082,24.034179266391934
32.72849409727811,127.00353105282392,95.83572280953908,111.83264082892983,61.414614805546954,96.31274426384243
33.01281177361809,166.54469713481984,73.99720846812718,60.128993820378454,75.42159170175466,99.50001049162104
54.76360373271679,32.50356212292004,62.52179872659168,131.88582910625047,41.38061633804013,55.54851121251654
94.45615769380281,102.2301414994733,161.97000222370903,72.81492940329655,92.58925104440823,116.63879304048582
77.75010335558083,164.78789356584753,3.92821141958811,12.30357605579255,85.77067050827213,83.85542200577524
52.42124523564755,6.110276145443791,119.48214351160604,141.0767716471393,38.98911551884623,63.49464186887524
110.1335210500283,125.53564810443119,173.41099815843907,51.43649842668708,112.01917968914337,133.03472813900942
25.10889491736753,53.52282132705914,100.83027302313155,77.89803832786727,39.72557733600258,63.78403553090823
52.58603673633927,166.39131516777547,168.62804316595654,123.37989897994227,95.030061459154,140.55683353144858
65.9451317928645,174.79048412976618,9.406418271484277,59.842108286768166,87.3946380543784,90.89292959540322
82.09259715906647,169.9679680404181,75.38279743334905,10.185418106408813,97.36762907793283,106.34636824885219
141.33167305074244,85.35855899834348,46.82840237316921,67.30578846230645,100.29466601353607,82.01904246083174
35.941280788504756,155.16767717807642,131.54777369653135,170.0007448849746,76.11532265909351,124.762216483345
92.5621989144501,152.01889173631267,176.63347628950442,115.51219151374048,112.21126441514737,144.5802101107347
106.63462239516764,57.438085183786015,46.1754112399646,120.86624676009724,72.77270058386345,74.93955817394856
8.36107428959959,149.2047853471219,117.7514282653334,113.81078765477517,62.50451095424793,106.62854936929455
109.3580733422589,6.661374248788672,35.65757389675322,35.81858501269862,62.02911407565891,37.98204442703216
30.694342263712475,107.32857812676954,101.75944582288979,75.30009553841042,61.38092955560825,87.00189697793579
11.709286737350313,41.40159071178655,83.50784760390052,135.1691637053973,25.806532157342176,58.26336198131406
170.79939670559997,21.702039439910187,174.96095933367667,18.247121559568647,110.83105043730103,97.68079669705351
173.81376595342067,13.851576293257647,109.53490908536398,50.01349969614821,106.57915044630171,80.73339799110744
145.511522660963,125.33197965806515,62.91114697562738,49.73743952385365,115.41118657159639,98.22940029942183
54.83047845120672,61.177493478251904,20.537241279828006,77.76340696701108,44.75213090199701,44.60074642180028
17.580980521149097,130.45801887517706,27.22442917228822,176.4663733695933,46.890318772540965,80.52161339892614
123.16194477218824,11.764141343809627,40.55704739122232,12.15045840308795,70.5913435860819,44.91480592472441
79.22744887312824,56.75226080950986,45.17399904125364,93.3661789885071,57.39050216742527,58.3039156464452
21.96688227206019,97.1084326275607,153.1108904114048,32.28564276219788,54.68242185956294,86.38331622569002
89.13184382002864,142.33016967101344,101.02010189085449,174.72177817375393,98.24160937448171,123.67900382948126
6.189933800739311,57.375450527772585,94.21036404738597,20.394630850943557,30.098989537099857,54.97805371797247
163.67767237418076,112.66044775866163,20.658396936459145,72.64818042508642,118.55369993670313,89.08163388814833
46.58039668800305,159.4759946825137,154.8251448028983,132.8192972702291,87.06009094064717,130.86487117705664
119.25401118371676,110.85537387281482,130.10657457752706,126.81979704494015,108.45200683808231,117.96741642435207
56.10799369609397,41.93270545565408,12.180305142000286,76.0911546409078,39.94720623746565,39.47895856311917
93.61224381200594,4.392140680176844,127.41031750135836,62.37435023148928,59.5108055832748,63.68720475566235
98.40785028179033,156.6177973021674,97.83687912167629,71.5702281395167,104.42763335317137,119.82490336563062
33.27380199459487,3.828493953069685,14.710562234420086,47.56972736855507,20.91688903038557,11.647046061519603
174.52523299762055,157.4463010831559,82.49411547515817,36.959928967223966,144.546715548063,124.61409084180072
139.52390820500062,95.20868412489816,87.24533168340845,86.94714556060019,107.95154314694761,98.60446143021984
169.10980948155404,169.03218573232132,29.839417229389635,48.33607609216932,140.61548951719223,114.70758761052818
161.0689230769768,143.78098243925976,170.22566646005083,51.74309968150502,138.33524118151865,144.89209198028473
107.62199618599533,179.62813989600073,152.99556686651914,118.21609142542027,126.33344497155205,152.69162195788869
165.93736230416104,63.12812678130783,120.4240207192395,174.33671970598058,116.99599850182133,108.28092781640512
15.92865036934551,138.09389200760285,83.21320098010929,108.65469610068752,59.18505687945603,94.34369973367329
35.27691523544613,72.3475644496636,74.11779748521153,13.85630407169393,50.318104518685416,60.73205132611093
8.140912003896851,86.37761165470359,117.17522408717176,13.605050493732056,38.38801549172113,76.40559421130945
58.55945953738758,112.95098337930662,98.17773649324299,171.2561797522019,71.93390215928477,102.50769224020631
69.96191214410676,157.26188055354098,11.209159058739411,53.51234225532005,81.80982922262571,86.26003380209661
48.84282571930127,177.13502445587312,92.2504767786597,16.572057494845577,88.22992652179323,106.34719812416725
149.17275164734727,138.28921449561327,145.15265110191112,107.82802568706867,128.48812380334445,134.69492161836894
64.21559880484607,75.19802079012008,82.66317796745246,112.2567800922479,64.44851373487927,80.63650822804117
50.56821174372854,75.84426040987263,9.352183959768315,116.73086762136387,51.713674678796316,54.918967875465505
97.68529496848473,132.76481428600047,141.53007588912595,48.13236501435743,104.2155051591231,122.27226935586751
25.366360495457275,42.97988623829442,36.24548078447539,2.719923158605506,29.769196244987505,30.66405736767289
144.39545653572713,19.88534036365104,46.55175027984698,173.70276650180494,80.84275872314208,69.20883346579794
13.419115862358748,63.831988375339776,29.64714361781326,45.160748224398446,27.130166873311904,45.3644721114792
177.6396485880931,51.70301849773471,59.43871167686956,121.68473184945854,112.77383882164725,87.04863502143377
139.00405847339835,53.33546168207822,136.2152710239543,127.19337657816773,100.68289285152873,103.27207834369612
35.76882267615103,42.04939518898379,93.48945471070873,109.80133507430743,39.77013632708644,63.01760469311578
0.9939810822484318,7.576774134545139,36.87862934712826,56.32333095845668,5.622066624668803,16.783664856000062
146.78305712187014,3.217308252014486,158.00941406736735,48.79732567753184,86.1060466970534,85.6372373845639
127.23432189257107,177.79003015248568,158.32473389127526,107.58029088648657,130.6449385437899,153.59661041592963
131.2212902473777,76.99916407245522,156.70411650828123,155.89721405010448,108.20364417053298,120.65384654871849
138.82866240347025,69.1787964887427,42.98331804867707,170.4120712062112,91.9053908112207,82.24738499827286
13.328037312136265,122.33651088475257,81.22308195257786,19.063044792676372,51.866239759193846,75.51452155235371
64.52383113796907,39.28569981571155,177.2981381053575,27.869150267589575,63.79232727062415,87.46557741068912
20.85643071452335,170.99301311104057,138.96224573579826,170.05252658095435,73.11249852814909,130.5678131882401
155.35861665760683,141.54210259479936,4.890135820600767,132.57634110026265,121.00037363886547,105.31979017773268
112.19366282896043,16.093980416206712,11.73682642688857,158.93888846935914,63.9745392570524,48.13480018916022
59.56164447347685,75.1645396412871,83.5076478262199,36.473874144361766,60.70594755556105,66.99403096759664
11.440503051484255,158.24129536118966,163.65963705508082,105.76545679969233,75.29540995094064,127.04319075072962
55.9768179088192,170.05176401245384,96.96632363148856,126.20512699514525,85.36337200353823,119.74669434019526
58.53299796481447,84.13227202497654,89.60625144617224,122.42013938045508,65.58426279428518,85.88077540188478
131.32911210085155,110.41405005792738,18.985265992193504,73.46730435600566,100.34169419223042,83.52417441168005
114.76034484393836,30.06611029657354,118.22041885037292,2.771080504435526,79.76588770565189,67.63551033708677
159.69829366373878,178.41035270465576,147.9785689080406,104.92669022476736,149.05272383746868,158.51862904024014
84.99868652915087,41.70090624901981,68.47560135136122,45.55827705232958,60.39086288019751,63.17105420038502
21.526964268894307,169.69171934432262,139.61013316655894,81.04576430572025,76.09000403931852,123.15566988907653
128.3840617001391,116.93639681862632,173.60579770214608,172.36458271508712,112.9177267630755,141.65453314362
136.94130875104153,109.39262307819465,36.677962642984035,71.82635717563825,106.16273256442035,91.48202229585901
101.02989556250932,92.28393198297155,94.19933361505343,151.1642891995968,88.21637766963252,100.91711784057242
138.77409239182097,41.520566109196565,51.6848324552236,33.9373090348652,88.28901961147801,63.68129402262201
88.88320734559034,31.77504576099149,142.71379542609108,121.0428896445052,70.36173359387602,83.2218370214743
94.09190928875893,39.68751763263156,103.96680585860835,175.86125179900984,70.0841302004492,83.9372518998671
76.95738330453894,33.558887185965816,114.22483515905468,18.340758157128622,60.26502016356123,66.98744473155728
4.5754428139371335,140.32520524201558,143.62454873086094,1.4975896008945622,56.98560117933675,98.61016993474135
19.4204568587948,63.02254665001142,71.27468507924188,78.04490267387058,34.32001940502691,61.128997465417044
5.657253423612165,10.411681781411346,164.7162123132678,16.672586949246096,24.797221717910926,56.19483373790167
114.55387402748048,174.43847342534605,95.9451961043052,134.70918294172165,122.07566946318653,133.16510227802118
56.5840765937388,159.08145929341663,28.431868110362643,164.6187594927406,78.38344202330653,101.93609957233777
91.5427244096465,166.99541097513833,125.26184127038444,78.12377508757659,108.48817511890975,129.92405069038108
163.36196530669673,179.08340807635835,142.7870430788858,46.56809558797937,147.8754806341569,153.31770854931855
44.87260124679749,31.301144859507712,57.017101872154804,78.19259742118976,39.87386795900142,45.835851232410924
73.86892614641336,71.32356340247857,154.29226625977554,130.2206072130002,75.09159236731135,102.49329890244698
135.99920493774877,136.48292562673643,163.10578585783796,1.6297490844667761,129.13749361560662,131.87484231271097
41.18366978849204,125.2837112496826,49.84280772800561,106.10171810724549,61.40458288759188,84.49502670187769
13.856383769182738,27.70126314117391,177.03386508873996,110.39250327972823,32.185941537781105,74.01012830399745
52.15526152447824,146.84996249831119,25.328075048776515,114.78388444126838,73.12831886166127,86.00536078279113
29.019831705720797,40.39930293059892,36.36282031244819,43.563974396557896,31.558967838736436,39.087751016355604
167.34557742166317,40.28717066807216,33.16047106284471,128.5294902080628,98.64365174244244,72.1208009134181
145.46166832159506,96.65539612081444,160.91814780141667,16.450467539719753,116.07334559627614,116.62752060149893
114.01267617187622,106.72918827150657,117.77265941849313,35.86866056402415,102.56517556708656,101.69572639441328
